"id:ID","uri","uuid","label","name","ordinal","description","data_type","role","core","value_domain","code_list","code_list_uri"
"836","https://sdtm.d4k.dk/ig/GF/GFRESCAT","d499028d-1508-4271-a76e-fc3a64b96253","Result Category","GFRESCAT","25","Used to categorize the result of a finding.","Char","Variable Qualifier","Perm","","",""
"837","https://sdtm.d4k.dk/ig/GF/GFINHERT","fedb6035-3a7b-4b97-8763-5aa2b8b576b4","Inheritability","GFINHERT","26","Identifies whether the variation can be passed to the next generation.","Char","Variable Qualifier","Perm","","C181177","https://ct.d4k.dk/cdisc/dataset/sc/2022-06-24/sdtm/C181177"
"838","https://sdtm.d4k.dk/ig/GF/GFGENREF","36e45e7b-3327-4342-9816-dacd3d3d06ae","Genome Reference","GFGENREF","27","An identifier for the genome reference used to generate the reported result. For example, Genome Reference Consortium Human Build 38 patch release 13 may be represented as ""GRCh38.p13"".","Char","Variable Qualifier","Perm","","",""
"839","https://sdtm.d4k.dk/ig/GF/GFCHROM","955f7641-3d30-4d4f-b548-345e30bdf203","Chromosome Identifier","GFCHROM","28","The designation (name or number) of the chromosome or contig on which the variant or other feature appears (e.g., ""17""; ""X"").","Char","Variable Qualifier","Perm","","",""
"840","https://sdtm.d4k.dk/ig/GF/GFSYM","6dedd34b-888c-4a52-b481-b4809ef81505","Genomic Symbol","GFSYM","29","A published symbol for the portion of the genome serving as a locus for the experiment/test.","Char","Variable Qualifier","Perm","","",""
"841","https://sdtm.d4k.dk/ig/GF/GFSYMTYP","332ac548-f569-4e5e-b34e-a6a241d56e3c","Genomic Symbol Type","GFSYMTYP","30","A description of the type of genomic entity that is represented by the published symbol in GFSYM.","Char","Variable Qualifier","Perm","","C181176","https://ct.d4k.dk/cdisc/dataset/sc/2021-12-17/sdtm/C181176"
"842","https://sdtm.d4k.dk/ig/GF/GFGENLOC","7b4538ea-adba-42ef-bdcf-78119df2ec01","Genetic Location","GFGENLOC","31","Specifies the location within a sequence for the observed value in GFORRES.","Char","Variable Qualifier","Perm","","",""
"843","https://sdtm.d4k.dk/ig/GF/GFGENSR","958ccafb-af82-41d6-be9c-1fbe2b8b6c31","Genetic Sub-Region","GFGENSR","32","The portion of the locus in which the variation was found. Examples: ""Exon 15"", ""Kinase domain"".","Char","Variable Qualifier","Perm","","",""
"844","https://sdtm.d4k.dk/ig/GF/GFSEQID","ccf625f2-ec3a-4a5e-a485-cc059fc786cb","Sequence Identifier \n","GFSEQID","33","A unique identifier for the sequence used as the reference to identify the genetic variation in the result. Examples: ""NM_001234"", ""ENSG00000182533"", ""ENST00000343849.2"".","Char","Variable Qualifier","Perm","","",""
"845","https://sdtm.d4k.dk/ig/GF/GFPVRID","0fd9a21d-4f03-473e-80c6-a418d18d92ca","Published Variant Identifier","GFPVRID","34","A unique identifier for the variation that has been publicly characterized in an external database. Examples: ""rs2231142"", ""COSM41596"".","Char","Variable Qualifier","Perm","","",""
"846","https://sdtm.d4k.dk/ig/GF/GFCOPYID","9f9a30c1-27b7-4fd6-a6a1-d35c02a74699","Copy Identifier","GFCOPYID","35","An arbitrary identifier used to differentiate between copies of a genetic target of interest present on homologous chromosomes.","Char","Variable Qualifier","Perm","","",""
"847","https://sdtm.d4k.dk/ig/GF/GFSTAT","745667a9-c4f1-4a4e-9c7e-0b51b80696cd","Completion Status","GFSTAT","36","Used to indicate that a question was not asked or a test was not done, or a test was attempted but did not generate a result. Should be null or have a value of ""NOT DONE"".","Char","Record Qualifier","Perm","","C66789","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/send/C66789"
"848","https://sdtm.d4k.dk/ig/GF/GFREASND","275e1cdd-54ad-4532-a000-60fa4a8ff60a","Reason Test Not Done","GFREASND","37","Reason not done. Used in conjunction with GFSTAT when value is ""NOT DONE"".","Char","Record Qualifier","Perm","","",""
"849","https://sdtm.d4k.dk/ig/GF/GFXFN","feb104d0-b351-4543-aeb3-21cba281a5ea","External File Path","GFXFN","38","The filename and/or path to external data not stored in the same format and possibly not the same location as the other data for a study.","Char","Record Qualifier","Perm","","",""
"850","https://sdtm.d4k.dk/ig/GF/GFNAM","0830f112-f44a-4ae6-8621-4927defdd9a3","Laboratory/Vendor Name","GFNAM","39","Name or identifier of the vendor that provided the test result. When more than 1 vendor is involved in the generation of the result, additional vendors should be represented as supplemental qualifiers.","Char","Record Qualifier","Perm","","",""
"851","https://sdtm.d4k.dk/ig/GF/GFSPEC","1ed091a4-97dc-4cc6-bec8-cb61c1316c88","Specimen Material Type","GFSPEC","40","Identifies the type of genetic material used for the measurement.","Char","Record Qualifier","Perm","","C111114","https://ct.d4k.dk/cdisc/dataset/sc/2022-03-25/sdtm/C111114"
"852","https://sdtm.d4k.dk/ig/GF/GFMETHOD","e683e14e-02d4-44da-84f7-602b04b6a8ea","Method of Test or Examination","GFMETHOD","41","The test method by which the examination is performed by the wet lab in order to yield the result reported in the dataset.","Char","Record Qualifier","Exp","","C85492","https://ct.d4k.dk/cdisc/dataset/sc/2018-03-30/sdtm/C85492"
"853","https://sdtm.d4k.dk/ig/GF/GFRUNID","6c9cb3c3-5f6a-4745-8ce2-f251cea559f9","Run ID","GFRUNID","42","A unique identifier for a particular run of a test performed by the wet lab on a particular batch of samples. This identifier can be used to distinguish between records for the same test performed at different times.","Char","Record Qualifier","Perm","","",""
"854","https://sdtm.d4k.dk/ig/GF/GFANMETH","663da1f5-a37c-4353-8167-9388e261674f","Analysis Method","GFANMETH","43","The method of secondary processing performed by the dry lab to yield the result reported in the dataset.","Char","Record Qualifier","Perm","","C181181","https://ct.d4k.dk/cdisc/dataset/sc/2022-03-25/sdtm/C181181"
"855","https://sdtm.d4k.dk/ig/GF/GFBLFL","76263bcd-8fcb-4237-81e4-e7164888f804","Baseline Flag","GFBLFL","44","Indicator used to identify a baseline value. Should be ""Y"" or null.","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"856","https://sdtm.d4k.dk/ig/GF/GFDRVFL","66a06291-5ef6-4d0b-bfec-b677483bc853","Derived Flag","GFDRVFL","45","Used to indicate a derived record (e.g., a record that represents the average of other records such as a computed baseline). Should be ""Y"" or null.","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"857","https://sdtm.d4k.dk/ig/GF/GFLLOQ","f0dc343c-0e92-43c0-a147-2e1b29bf9f8f","Lower Limit of Quantitation","GFLLOQ","46","Indicates the lower limit of quantitation for an assay. Units will be those used for GFSTRESU.","Num","Variable Qualifier","Perm","","",""
"858","https://sdtm.d4k.dk/ig/GF/GFREPNUM","cbeb4e58-c8e0-4cce-ae7d-5e6104891222","Repetition Number","GFREPNUM","47","The instance number of a test that is repeated within a given timeframe for the same test performed by the wet lab.","Num","Record Qualifier","Perm","","",""
"859","https://sdtm.d4k.dk/ig/GF/VISITNUM","a4ebe9d4-5996-4696-829b-f29a05c68ab1","Visit Number","VISITNUM","48","Clinical encounter number. Numeric version of VISIT, used for sorting.","Num","Timing","Exp","","",""
"860","https://sdtm.d4k.dk/ig/GF/VISIT","34a9885f-6177-40aa-96dc-90c8bb5bb842","Visit Name","VISIT","49","Protocol-defined description of clinical encounter.","Char","Timing","Perm","","",""
"861","https://sdtm.d4k.dk/ig/GF/VISITDY","c237b99e-4bcc-4562-8ac5-5127e090b796","Planned Study Day of Visit","VISITDY","50","Planned study day of VISIT. Should be an integer.","Num","Timing","Perm","","",""
"862","https://sdtm.d4k.dk/ig/GF/GFDTC","24d94d9f-0ff8-4eee-afb4-bc0d5561ed65","Date/Time of Specimen Collection","GFDTC","51","Date and time of specimen collection.","Char","Timing","Exp","ISO 8601 datetime or interval","",""
"863","https://sdtm.d4k.dk/ig/GF/GFDY","cf2cb081-50a0-43d6-90eb-bf895ce1b7b4","Study Day of Specimen Collection","GFDY","52","Actual study day of visit/collection/exam expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.","Num","Timing","Perm","","",""
"864","https://sdtm.d4k.dk/ig/GF/GFTPT","335a96cb-d43a-4fb1-a214-7a57e1166e33","Planned Time Point Name","GFTPT","53","Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See GFTPTNUM and GFTPTREF.","Char","Timing","Perm","","",""
"865","https://sdtm.d4k.dk/ig/GF/GFTPTNUM","656570a1-f452-4ee1-a33e-0c9bc661c6a6","Planned Time Point Number","GFTPTNUM","54","Numerical version of GFTPT used in sorting.","Num","Timing","Perm","","",""
"866","https://sdtm.d4k.dk/ig/GF/GFELTM","28233305-cf01-491a-8b70-14a44b15ea9c","Planned Elapsed Time from Time Point Ref","GFELTM","55","Elapsed time relative to a planned fixed reference (GFTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable, but an interval, represented as ISO duration.","Char","Timing","Perm","ISO 8601 duration","",""
"867","https://sdtm.d4k.dk/ig/GF/GFTPTREF","3c8c26ef-871f-4ae9-a8ee-2deb4d638943","Time Point Reference","GFTPTREF","56","Name of the fixed reference point referred to by GFELTM, GFTPTNUM, and GFTPT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL"".","Char","Timing","Perm","","",""
"868","https://sdtm.d4k.dk/ig/GF/GFRFTDTC","16b20676-5607-483f-90a9-cf4cdbfb476d","Date/Time of Reference Time Point","GFRFTDTC","57","Date/time for a fixed reference time point defined by GFTPTREF.","Char","Timing","Perm","ISO 8601 datetime or interval","",""
"869","https://sdtm.d4k.dk/ig/IE/STUDYID","c9838d22-3c67-41b5-8c76-d12c48778876","Study Identifier","STUDYID","1","Unique identifier for a study.","Char","Identifier","Req","","",""
"870","https://sdtm.d4k.dk/ig/IE/DOMAIN","8a556511-c174-42e0-b592-05430d34539a","Domain Abbreviation","DOMAIN","2","Two-character abbreviation for the domain.","Char","Identifier","Req","","",""
"871","https://sdtm.d4k.dk/ig/IE/USUBJID","5d64b960-15ff-41c2-951f-149350dd045a","Unique Subject Identifier","USUBJID","3","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Char","Identifier","Req","","",""
"872","https://sdtm.d4k.dk/ig/IE/IESEQ","f436f4c0-8a1c-4122-8d1f-0134d6804867","Sequence Number","IESEQ","4","Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.","Num","Identifier","Req","","",""
"873","https://sdtm.d4k.dk/ig/IE/IESPID","b16c203f-0e0b-4942-9531-98df71b332f7","Sponsor-Defined Identifier","IESPID","5","Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Inclusion or exclusion criteria number from CRF.","Char","Identifier","Perm","","",""
"874","https://sdtm.d4k.dk/ig/IE/IETESTCD","d8e54216-bbef-4bde-917d-9473d99b01b1","Inclusion/Exclusion Criterion Short Name","IETESTCD","6","Short name of the criterion described in IETEST. The value in IETESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). IETESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""IN01"", ""EX01"".","Char","Topic","Req","","",""
"875","https://sdtm.d4k.dk/ig/IE/IETEST","d478394c-6963-42c9-88b1-8581b599aae3","Inclusion/Exclusion Criterion","IETEST","7","Verbatim description of the inclusion or exclusion criterion that was the exception for the subject within the study. IETEST cannot be longer than 200 characters.","Char","Synonym Qualifier","Req","","",""
"876","https://sdtm.d4k.dk/ig/IE/IECAT","07d97458-fbec-4a28-ac02-06f4f39bd170","Inclusion/Exclusion Category","IECAT","8","Used to define a category of related records across subjects.","Char","Grouping Qualifier","Req","","C66797","https://ct.d4k.dk/cdisc/dataset/sc/2009-05-01/sdtm/C66797"
"877","https://sdtm.d4k.dk/ig/IE/IESCAT","5ad6506e-86ed-429b-9d65-b66e512858e6","Inclusion/Exclusion Subcategory","IESCAT","9","A further categorization of the exception criterion. Can be used to distinguish criteria for a sub-study or for to categorize as a major or minor exceptions. Examples: ""MAJOR"", ""MINOR"".","Char","Grouping Qualifier","Perm","","",""
"878","https://sdtm.d4k.dk/ig/IE/IEORRES","ddde5453-a54c-4c98-9c5c-862f4940604f","I/E Criterion Original Result","IEORRES","10","Original response to inclusion/exclusion criterion question, i.e., whether the inclusion or exclusion criterion was met.","Char","Result Qualifier","Req","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"879","https://sdtm.d4k.dk/ig/IE/IESTRESC","a75a5290-0121-4d48-ad79-ad096e51d13a","I/E Criterion Result in Std Format","IESTRESC","11","Response to inclusion/exclusion criterion result, in standard format.","Char","Result Qualifier","Req","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"880","https://sdtm.d4k.dk/ig/IE/VISITNUM","d8938e24-ef61-48ae-abbb-05861a824e28","Visit Number","VISITNUM","12","Clinical encounter number. Numeric version of VISIT, used for sorting.","Num","Timing","Perm","","",""
"881","https://sdtm.d4k.dk/ig/IE/VISIT","42914cb8-46c5-48a8-85d0-ff6e8d942d16","Visit Name","VISIT","13","Protocol-defined description of clinical encounter. May be used in addition to VISITNUM and/or VISITDY.","Char","Timing","Perm","","",""
"882","https://sdtm.d4k.dk/ig/IE/VISITDY","e5707664-d21f-4249-ba55-b0e119fb4d2f","Planned Study Day of Visit","VISITDY","14","Planned study day of the visit based upon RFSTDTC in Demographics.","Num","Timing","Perm","","",""
"883","https://sdtm.d4k.dk/ig/IE/TAETORD","3f0dfff3-9f14-4e16-ae33-6c4f89f69d3b","Planned Order of Element within Arm","TAETORD","15","Number that gives the planned order of the element within the arm for the element in which the assessment was made.","Num","Timing","Perm","","",""
"884","https://sdtm.d4k.dk/ig/IE/EPOCH","e5fd672c-17d8-4d0d-9ff2-c5217a0cdb73","Epoch","EPOCH","16","Epoch associated with the observation date/time of the inclusion/exclusion finding.","Char","Timing","Perm","","C99079","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/sdtm/C99079"
"885","https://sdtm.d4k.dk/ig/IE/IEDTC","5a440475-e0ad-44d6-a77a-04d834dc660d","Date/Time of Collection","IEDTC","17","Collection date and time of the inclusion/exclusion criterion represented in ISO 8601 character format.","Char","Timing","Perm","ISO 8601 datetime or interval","",""
"886","https://sdtm.d4k.dk/ig/IE/IEDY","83844d8c-0d53-4875-8f28-311d0d7b88f2","Study Day of Collection","IEDY","18","Study day of collection of the inclusion/exclusion exceptions, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.","Num","Timing","Perm","","",""
"887","https://sdtm.d4k.dk/ig/IS/STUDYID","8ce34b12-c999-4a80-a2ac-4b56c3e455a8","Study Identifier","STUDYID","1","Unique identifier for a study.","Char","Identifier","Req","","",""
"888","https://sdtm.d4k.dk/ig/IS/DOMAIN","fb1c47eb-4306-4db5-b373-d3f3e6356a32","Domain Abbreviation","DOMAIN","2","Two-character abbreviation for the domain.","Char","Identifier","Req","","",""
"889","https://sdtm.d4k.dk/ig/IS/USUBJID","cdfa5b66-2c57-4312-819e-7d8708a7a448","Unique Subject Identifier","USUBJID","3","Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.","Char","Identifier","Req","","",""
"890","https://sdtm.d4k.dk/ig/IS/NHOID","2f2d8f6f-a862-4078-8ae9-0cdc842c79b1","Non-host Organism ID","NHOID","4","Sponsor-defined identifier for a non-host organism which should only be used when the organism is the subject of the TEST. This variable should be populated with an intuitive name based on the identity of the non-host organism as reported by a lab (e.g., ""A/California/7/2009 (H1N1)""). It is not to be used as a qualifier of the result in the record on which it appears.","Char","Identifier","Perm","","",""
"891","https://sdtm.d4k.dk/ig/IS/ISSEQ","3e1ba69a-4ce2-40ad-87a0-b14b8d04a3ac","Sequence Number","ISSEQ","5","Sequence number to ensure uniqueness of records within a dataset for a subject. May be any valid number (including decimals) and does not have to start at 1.","Num","Identifier","Req","","",""
"892","https://sdtm.d4k.dk/ig/IS/ISGRPID","a67d434d-55a0-4adc-8052-fad51d533c1c","Group ID","ISGRPID","6","Used to tie together a block of related records in a single domain for a subject.","Char","Identifier","Perm","","",""
"893","https://sdtm.d4k.dk/ig/IS/ISREFID","59df8261-8937-4dac-82e3-ad080c6c6fc5","Reference ID","ISREFID","7","Internal or external specimen identifier. Example: ""458975-01"".","Char","Identifier","Perm","","",""
"894","https://sdtm.d4k.dk/ig/IS/ISSPID","036a2b0b-279e-4197-8a86-5f739b0047f0","Sponsor-Defined Identifier","ISSPID","8","Sponsor-defined identifier.","Char","Identifier","Perm","","",""
"895","https://sdtm.d4k.dk/ig/IS/ISTESTCD","7620f02a-ee1d-4a7b-a3f8-a9b2fa3ebcf9","Immunogenicity Test/Exam Short Name","ISTESTCD","9","Short name of the measurement, test, or examination described in ISTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in ISTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). ISTESTCD cannot contain characters other than letters, numbers, or underscores.","Char","Topic","Req","","C120525","https://ct.d4k.dk/cdisc/dataset/sc/2018-03-30/sdtm/C120525"
"896","https://sdtm.d4k.dk/ig/IS/ISTEST","9646811f-391f-4e7b-905b-41144e7693c4","Immunogenicity Test or Examination Name","ISTEST","10","Verbatim name of the test or examination used to obtain the measurement or finding. The value in ISTEST cannot be longer than 40 characters. Example: ""Immunoglobulin E"".","Char","Synonym Qualifier","Req","","C120526","https://ct.d4k.dk/cdisc/dataset/sc/2019-12-20/sdtm/C120526"
"897","https://sdtm.d4k.dk/ig/IS/ISTSTCND","5242661c-f7b3-4ef6-95dc-09b96f76dc5a","Test Condition","ISTSTCND","11","Identifies any planned condition imposed by the assay system on the specimen at the time the test is performed.","Char","Variable Qualifier","Perm","","C181175","https://ct.d4k.dk/cdisc/dataset/sc/2022-03-25/sdtm/C181175"
"898","https://sdtm.d4k.dk/ig/IS/ISCNDAGT","11e1970f-01fc-4b67-abd6-81c41608ae88","Test Condition Agent","ISCNDAGT","12","The textual description of the agent used to impose a test condition. Examples are different stimulating agents used in immunoassays such as those in the Interferon Gamma Response assay (e.g., Mycobacterium tuberculosis ESAT-6, CFP-10, TB 7.7, Mitogen).","Char","Record Qualifier","Perm","","",""
"899","https://sdtm.d4k.dk/ig/IS/ISBDAGNT","08b004af-da62-43d3-b9bf-ea4228b2b43c","Binding Agent","ISBDAGNT","13","Text description of the agent that is binding to the entity in the ISTEST variable. ISBDAGNT is used to indicate that there is a binding relationship between the entities in the ISTEST and ISBDAGNT variables, regardless of direction. \n ISBDAGNT is not a method qualifier. It should only be used when the actual interest of the measurement is the binding interaction between the 2 entities in ISTEST and ISBDAGNT. In other words, the combination of ISTEST and ISBDAGNT should describe the entity or the analyte being measured, without the need for additional variables. \n The binding agent may be (but is not limited to) a test article, a portion of the test article, a related compound, an endogenous molecule, an allergen, or an infectious agent.","Char","Variable Qualifier","Perm","","C85491","https://ct.d4k.dk/cdisc/dataset/sc/2010-07-02/sdtm/C85491"
"900","https://sdtm.d4k.dk/ig/IS/ISTSTOPO","199c6d23-4a6b-41e4-b25e-3281f0697a8a","Test Operational Objective","ISTSTOPO","14","Text description of the high-level purpose of the test at the operational level. If populated, valid values are ""SCREEN"", ""CONFIRM"", and ""QUANTIFY"".","Char","Variable Qualifier","Perm","","C181170","https://ct.d4k.dk/cdisc/dataset/sc/2022-12-16/sdtm/C181170"
"901","https://sdtm.d4k.dk/ig/IS/ISMSCBCE","11e8fea5-9502-491d-b1b6-5a3306fdb705","Molecule Secreted by Cells","ISMSCBCE","15","Text description of the entity secreted by the cells represented in ISTEST. The combination of ISTEST and ISMSCBCE should describe the entity or the analyte being measured, without the need for additional variables.","Char","Variable Qualifier","Perm","","",""
"902","https://sdtm.d4k.dk/ig/IS/ISTSTDTL","ef0ed04c-5cad-47e5-a416-9d45325c8cce","Test Detail","ISTSTDTL","16","Further description of ISTESTCD and ISTEST.","Char","Variable Qualifier","Perm","","",""
"903","https://sdtm.d4k.dk/ig/IS/ISCAT","598a854a-f389-4105-b81b-b98e730419be","Category for Immunogenicity Test","ISCAT","17","Used to define a category of topic-variable values across subjects. Example: ""SEROLOGY"".","Char","Grouping Qualifier","Perm","","",""
"904","https://sdtm.d4k.dk/ig/IS/ISSCAT","b169b6f7-adb5-4fe0-be7c-757e53e871b6","Subcategory for Immunogenicity Test","ISSCAT","18","A further categorization of ISCAT.","Char","Grouping Qualifier","Perm","","",""
"905","https://sdtm.d4k.dk/ig/IS/ISORRES","bd5ec8a1-9625-4629-9620-7a8604da537f","Results or Findings in Original Units","ISORRES","19","Result of the measurement or finding as originally received or collected.","Char","Result Qualifier","Exp","","",""
"906","https://sdtm.d4k.dk/ig/IS/ISORRESU","2fe6ed39-1758-4fdd-a2d7-0a938cc2a3f2","Original Units","ISORRESU","20","Original units in which the data were collected. The unit for ISORRES. Examples: ""Index Value"", ""gpELISA"", ""unit/mL"".","Char","Variable Qualifier","Exp","","C71620","https://ct.d4k.dk/cdisc/dataset/sc/2012-12-21/sdtm/C71620"
"907","https://sdtm.d4k.dk/ig/IS/ISORNRLO","6732ff86-77bd-4a12-97b8-fa8e0bb428d5","Reference Range Lower Limit in Orig Unit","ISORNRLO","21","Lower end of reference range for continuous measurement in original units. Should be populated only for continuous results.","Char","Variable Qualifier","Exp","","",""
"908","https://sdtm.d4k.dk/ig/IS/ISORNRHI","cf837747-cfe3-4359-977f-799f0c5b34c8","Reference Range Upper Limit in Orig Unit","ISORNRHI","22","Upper end of reference range for continuous measurement in original units. Should be populated only for continuous results.","Char","Variable Qualifier","Exp","","",""
"909","https://sdtm.d4k.dk/ig/IS/ISSTRESC","de51500f-85bf-4586-86a2-6bd16cc372c6","Character Result/Finding in Std Format","ISSTRESC","23","Contains the result value for all findings copied or derived from ISORRES, in a standard format or in standard units. ISSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in ISSTRESN.","Char","Result Qualifier","Exp","","",""
"910","https://sdtm.d4k.dk/ig/IS/ISSTRESN","ab3ea1ec-c7b7-40de-9b34-ad37a39df3a6","Numeric Results/Findings in Std. Units","ISSTRESN","24","Used for continuous or numeric results or findings in standard format; copied in numeric format from ISSTRESC. ISSTRESN should store all numeric test results or findings.","Num","Result Qualifier","Exp","","",""
"911","https://sdtm.d4k.dk/ig/IS/ISSTRESU","dc92cfb8-81aa-4386-93da-32b88be5104a","Standard Units","ISSTRESU","25","Standardized units used for ISSTRESC and ISSTRESN. Examples: ""Index Value"", ""gpELISA"", ""unit/mL"".","Char","Variable Qualifier","Exp","","C71620","https://ct.d4k.dk/cdisc/dataset/sc/2012-12-21/sdtm/C71620"
"912","https://sdtm.d4k.dk/ig/IS/ISSTNRLO","f416c474-23d6-462e-9d9c-701516b5a730","Reference Range Lower Limit-Std Units","ISSTNRLO","26","Lower end of reference range for continuous measurements for ISSTRESC/ISSTRESN in standardized units. Should be populated only for continuous results.","Num","Variable Qualifier","Exp","","",""
"913","https://sdtm.d4k.dk/ig/IS/ISSTNRHI","5a21c477-df7c-499b-9cd2-117ef77b8677","Reference Range Upper Limit-Std Units","ISSTNRHI","27","Upper end of reference range for continuous measurements in standardized units. Should be populated only for continuous results.","Num","Variable Qualifier","Exp","","",""
"914","https://sdtm.d4k.dk/ig/IS/ISSTNRC","f9d556ef-3fd4-4f58-8a35-79e6bd886a7c","Reference Range for Char Rslt-Std Units","ISSTNRC","28","For normal range values that are character in ordinal scale or if categorical ranges were supplied. Examples: ""-1 to +1"", ""NEGATIVE TO TRACE"".","Char","Variable Qualifier","Perm","","",""
"915","https://sdtm.d4k.dk/ig/IS/ISNRIND","874ebd28-b136-4091-adb6-a39cd4e886e2","Reference Range Indicator","ISNRIND","29","Indicates where the value falls with respect to reference range defined by ISORNRLO and ISORNRHI, ISSTNRLO and ISSTNRHI, or by ISSTNRC. Examples: ""NORMAL"", ""ABNORMAL"", ""HIGH"", ""LOW"". \n Sponsors should specify in the study metadata (Comments column in the Define-XML document) whether ISNRIND refers to the original or standard reference ranges and results. \n Should not be used to indicate clinical significance.","Char","Variable Qualifier","Exp","","C78736","https://ct.d4k.dk/cdisc/dataset/sc/2021-06-25/sdtm/C78736"
"916","https://sdtm.d4k.dk/ig/IS/ISSTAT","60d1f1bf-6e8e-4ba7-a4aa-253f5d91b86e","Completion Status","ISSTAT","30","Used to indicate a test was not done. Should be null if a result exists in ISORRES.","Char","Record Qualifier","Perm","","C66789","https://ct.d4k.dk/cdisc/dataset/sc/2019-09-27/send/C66789"
"917","https://sdtm.d4k.dk/ig/IS/ISREASND","411b5806-5297-4f94-94f8-d373ce8e83b9","Reason Not Done","ISREASND","31","Describes why a measurement or test was not performed. Used in conjunction with ISSTAT when value is ""NOT DONE"".","Char","Record Qualifier","Perm","","",""
"918","https://sdtm.d4k.dk/ig/IS/ISNAM","aa659ecc-46ab-485e-97a6-152736dd2637","Vendor Name","ISNAM","32","Name or identifier of the laboratory or vendor who provided the test results.","Char","Record Qualifier","Perm","","",""
"919","https://sdtm.d4k.dk/ig/IS/ISSPEC","464805d3-d287-44fd-af32-a9cd123d8294","Specimen Type","ISSPEC","33","Defines the types of specimen used for a measurement. Example: ""SERUM"".","Char","Record Qualifier","Perm","","C78734","https://ct.d4k.dk/cdisc/dataset/sc/2012-03-23/sdtm/C78734"
"920","https://sdtm.d4k.dk/ig/IS/ISSPCCND","5bab7f82-e724-4046-91c5-707e8ab5a2bc","Specimen Condition","ISSPCCND","34","Free or standardized text describing the condition of the specimen. Examples: ""HEMOLYZED"", ""ICTERIC"", ""LIPEMIC"".","Char","Record Qualifier","Perm","","C78733","https://ct.d4k.dk/cdisc/dataset/sc/2010-04-08/sdtm/C78733"
"921","https://sdtm.d4k.dk/ig/IS/ISSPCUFL","aac1fad7-0b28-45b6-9d01-7c3eb67ecbef","Specimen Usability for the Test","ISSPCUFL","35","Describes the usability of the specimen for the test. The value will be ""N"" if the specimen is not usable, and null if the specimen is usable.","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"922","https://sdtm.d4k.dk/ig/IS/ISMETHOD","4770f3a5-d232-4302-b23d-4eb3ae2c5aeb","Method of Test or Examination","ISMETHOD","36","Method of the test or examination. Examples: ""ELISA"", ""ELISPOT"".","Char","Record Qualifier","Perm","","C85492","https://ct.d4k.dk/cdisc/dataset/sc/2018-03-30/sdtm/C85492"
"923","https://sdtm.d4k.dk/ig/IS/ISLOBXFL","5f4cc4f9-178a-45a1-8b76-32f667609bb0","Last Observation Before Exposure Flag","ISLOBXFL","37","Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null.","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"924","https://sdtm.d4k.dk/ig/IS/ISBLFL","ec401cf6-853f-450e-b7fa-f3194847fcba","Baseline Flag","ISBLFL","38","Indicator used to identify a baseline value. Should be ""Y"" or null. Note that ISBLFL is retained for backward compatibility. The authoritative baseline for statistical analysis is in an ADaM dataset.","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
"925","https://sdtm.d4k.dk/ig/IS/ISDRVFL","c53e8ea5-379a-48bf-a610-52e4b63ace4f","Derived Flag","ISDRVFL","39","Used to indicate a derived record. The value should be ""Y"" or null. Examples of records that might be derived for the submission datasets include those that represent the average of other records, do not come from the CRF, or are not as originally received or collected. If ISDRVFL=""Y"", then ISORRES may be null, with ISSTRESC and (if numeric) ISSTRESN having the derived value.","Char","Record Qualifier","Perm","","C66742","https://ct.d4k.dk/cdisc/dataset/sc/2013-10-04/send/C66742"
